school,college,major,entry_year,course_name,course_type,credits,hours,semester,total_credits
上海财经大学,信息管理与工程学院,数据科学与大数据技术,2025,算法设计与分析,必修,3,,4,155
上海财经大学,信息管理与工程学院,数据科学与大数据技术,2025,数据科学导论,必修,2,,4,155
上海财经大学,信息管理与工程学院,数据科学与大数据技术,2025,随机过程,必修,3,,5,155
上海财经大学,信息管理与工程学院,数据科学与大数据技术,2025,机器学习,必修,2,,5,155
上海财经大学,信息管理与工程学院,数据科学与大数据技术,2025,深度学习,必修,3,,6,155
上海财经大学,信息管理与工程学院,数据科学与大数据技术,2025,必修学分,必修,19,,2,155
上海财经大学,信息管理与工程学院,数据科学与大数据技术,2025,计算机组成原理,选修,4,,3,155
上海财经大学,信息管理与工程学院,数据科学与大数据技术,2025,数值计算方法,选修,3,,3,155
上海财经大学,信息管理与工程学院,数据科学与大数据技术,2025,管理信息系统,选修,2,,3,155
上海财经大学,信息管理与工程学院,数据科学与大数据技术,2025,数据仓库和OLAP,选修,2,,5,155
上海财经大学,信息管理与工程学院,数据科学与大数据技术,2025,计算机网络,选修,2,,5,155
上海财经大学,信息管理与工程学院,数据科学与大数据技术,2025,大数据处理技术,选修,2,,6,155
上海财经大学,信息管理与工程学院,数据科学与大数据技术,2025,并行与分布式计算,选修,2,,6,155
上海财经大学,信息管理与工程学院,数据科学与大数据技术,2025,数据分析与可视化,选修,2,,6,155
上海财经大学,信息管理与工程学院,数据科学与大数据技术,2025,文本挖掘技术,选修,3,,7,155
上海财经大学,信息管理与工程学院,数据科学与大数据技术,2025,优化理论与算法II,选修,2,,5,155
上海财经大学,信息管理与工程学院,数据科学与大数据技术,2025,收益管理,选修,2,,6,155
上海财经大学,信息管理与工程学院,数据科学与大数据技术,2025,大数据决策实战分析,选修,2,,6,155
上海财经大学,信息管理与工程学院,数据科学与大数据技术,2025,动态规划与强化学习,选修,2,,6,155
上海财经大学,信息管理与工程学院,数据科学与大数据技术,2025,运营管理(信管学院),选修,2,,6,155
上海财经大学,信息管理与工程学院,数据科学与大数据技术,2025,贝叶斯决策,选修,2,,7,155
上海财经大学,信息管理与工程学院,数据科学与大数据技术,2025,抽样技术,选修,2,,7,155
上海财经大学,信息管理与工程学院,数据科学与大数据技术,2025,管理科学前沿问题专题研讨,选修,1,,7,155
上海财经大学,信息管理与工程学院,数据科学与大数据技术,2025,货币银行学,选修,2,,5,155
上海财经大学,信息管理与工程学院,数据科学与大数据技术,2025,社交网络分析,选修,2,,5,155
上海财经大学,信息管理与工程学院,数据科学与大数据技术,2025,金融科技导论,选修,2,,5,155
上海财经大学,信息管理与工程学院,数据科学与大数据技术,2025,财务会计,选修,3,,6,155
上海财经大学,信息管理与工程学院,数据科学与大数据技术,2025,智能商务,选修,2,,6,155
上海财经大学,信息管理与工程学院,数据科学与大数据技术,2025,IT服务管理,选修,2,,7,155
上海财经大学,信息管理与工程学院,数据科学与大数据技术,2025,管理会计,选修,3,,7,155
上海财经大学,信息管理与工程学院,数据科学与大数据技术,2025,创业学,选修,3,,3,155
上海财经大学,信息管理与工程学院,数据科学与大数据技术,2025,创业与风险投资,选修,2,,4,155
上海财经大学,信息管理与工程学院,数据科学与大数据技术,2025,商业模式创新,选修,2,,4,155
上海财经大学,信息管理与工程学院,数据科学与大数据技术,2025,创业投资管理,选修,2,,5,155
上海财经大学,信息管理与工程学院,数据科学与大数据技术,2025,创业营销,选修,2,,5,155
上海财经大学,信息管理与工程学院,数据科学与大数据技术,2025,创业模拟,选修,3,,5,155
上海财经大学,信息管理与工程学院,数据科学与大数据技术,2025,创业领导力,选修,2,,5,155
上海财经大学,信息管理与工程学院,数据科学与大数据技术,2025,体育锻炼,选修,1,,,155
上海财经大学,信息管理与工程学院,数据科学与大数据技术,2025,实践教育,选修,12,,,155
上海财经大学,信息管理与工程学院,数据科学与大数据技术,2025,毕业论文,选修,4,,8,155
上海财经大学,信息管理与工程学院,数据科学与大数据技术,2025,毕业实习,选修,4,,8,155
